"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"TAOM","Taomee Holdings Ltd.","86 21 6128 0056","86 21 3367 4012","16th Floor, Building No. A-2, No. 1528 Gumei Road Xuhui District Shanghai,          200233","","N/A","Services","Business Services","484"
"NGLS","Targa Resources Partners LP","713-584-1000","713-584-1100","1000 Louisiana Suite 4300 Houston,         TX 77002","","N/A","Basic Materials","Oil & Gas Pipelines","N/A"
"TRGP","Targa Resources Corp.","713-584-1000","713-584-1100","1000 Louisiana Suite 4300 Houston,         TX 77002","","N/A","Utilities","Gas Utilities","1,020"
"TGT","Target Corp.","612-304-6073","612-370-5502","1000 Nicollet Mall Minneapolis,         MN 55403 United States -","","N/A","Services","Discount, Variety Stores","355,000"
"TCL","Tata Communications Limited","91 22 6657 8765","91 22 6639 5162","VSB Mahatma Gandhi Road Fort Mumbai,          400001","","N/A","Technology","Telecom Services - Foreign","7,510"
"TTM","Tata Motors Ltd.","91 22 6665 8282","91 22 6665 7799","Bombay House 24 Homi Mody Street Mumbai,          400001","","N/A","Consumer Goods","Auto Manufacturers - Major","53,151"
"TCO","Taubman Centers Inc.","248-258-6800","248-258-7596","200 East Long Lake Road Suite 300 Bloomfield Hills,         MI 48304-2324","","N/A","Financial","REIT - Retail","582"
"TCO^G","","","","","","","","",""
"TCO^H","","","","","","","","",""
"TCP","TC Pipelines LP","508-871-7046","508-871-7047","717 Texas Street Suite 2400 Houston,         TX 77002-2761","","N/A","Basic Materials","Oil & Gas Pipelines","N/A"
"TCB","TCF Financial Corporation","952-745-2760","612-333-2160","200 Lake Street East Mail Code EX0-03-A Wayzata,         MN 55391-1693","","N/A","Financial","Money Center Banks","4,978"
"TCB/WS","","","","","","","","",""
"TCB^A","","","","","","","","",""
"TSI","","","","","","","","",""
"TEL","TE Connectivity Ltd.","41 52 633 66 61","41 52 633 66 99","Rheinstrasse 20 Schaffhausen,          8200 Switzerland -","","N/A","Technology","Diversified Electronics","95,000"
"TMH","Team Health Holdings, Inc.","865-693-1000","865-539-3073","265 Brookview Centre Way Suite 400 Knoxville,         TN 37919","","N/A","Services","Staffing & Outsourcing Services","5,700"
"TISI","Team Inc.","281-331-6154","281-388-5583","200 Hermann Drive Alvin,         TX 77511 United States -","","N/A","Services","Business Services","3,500"
"TEA","Teavana Holdings, Inc.","404-995-8200","404-995-8201","3630 Peachtree Road NE Suite 1480 Atlanta,         GA 30326","","N/A","Consumer Goods","Farm Products","413"
"TCK","Teck Resources Limited","604-699-4000","604-699-4750","550 Burrard Street Suite 3300 Vancouver,         BC V6C 0B3","","N/A","Basic Materials","Industrial Metals & Minerals","9,100"
"TE","TECO Energy, Inc.","813-228-1111","813-228-1670","TECO Plaza 702 North Franklin Street Tampa,         FL 33602","","","","",""
"TK","Teekay Corporation","604-683-3529","604-844-6600","550 Burrard Street Suite 2000 Bentall 5 Vancouver,         BC V6C 2K2","","N/A","Services","Shipping","6,400"
"TGP","Teekay LNG Partners LP.","441-298-2530","441-292-3931","4th Floor, Belvedere Building 69 Pitts Bay Road Hamilton,          HM 08","","N/A","Services","Shipping","N/A"
"TOO","Teekay Offshore Partners LP","441-298-2530","","4th Floor Belvedere Building Hamilton,          HM 08","","","","",""
"TNK","Teekay Tankers Ltd.","441-298-2530","441-292-3931","4th Floor Belvedere Building 69 Pitts Bay Road Hamilton,          HM 08","","N/A","Services","Shipping","545"
"TRC","Tejon Ranch Co.","661-248-3000","661-248-3100","4436 Lebec Road Lebec,         CA 93243 United States -","","N/A","Financial","Property Management","129"
"TSU","TIM Participacoes S.A.","55 21 4009 3742","55 21 4009 3314","Avenida Das Americas 3434 Bloco 1 7 Andar Barra da Tijuca Rio de Janeiro,         RJ 22640-102","","N/A","Technology","Wireless Communications","9,081"
"TNE","Tele Norte Leste Participacoes S.A.","55 21 3131 1211","55 21 2571 3050","Rua Humberto De Campos 425 8 degree andar-Leblon Rio De Janeiro,         RJ 22430-190","","N/A","Technology","Telecom Services - Foreign","11,819"
"TEO","Telecom Argentina S.A.","54 11 4968 3743","54 11 4968 3616","Alicia Moreau De Justo 50 10th Floor Buenos Aires,          1107","","N/A","Technology","Diversified Communication Services","16,237"
"NZT","","","","","","","","",""
"TI","Telecom Italia SpA","39 06 36881","39 06 36882965","Piazza degli Affari 2 Milan,         MI 20123 Italy -","","N/A","Technology","Diversified Communication Services","85,021"
"TI/A","","","","","","","","",""
"TDY","Teledyne Technologies Inc.","805-373-4545","805-373-4775","1049 Camino Dos Rios Thousand Oaks,         CA 91360-2362 United States -","","N/A","Industrial Goods","Aerospace/Defense Products & Services","8,800"
"TFX","Teleflex Incorporated","610-948-5100","610-948-5101","155 South Limerick Road Limerick,         PA 19468-1699 United States -","","N/A","Healthcare","Medical Instruments & Supplies","12,500"
"VIV","Telefonica Brasil, S.A.","55 11 3549 7200","55 11 3549 7202","Rua Martiniano de Carvalho 851-17 Sao Paulo,         SP 01321-001","","N/A","Technology","Wireless Communications","N/A"
"TEF","Telefonica, S.A.","34 91 482 85 48","34 91 482 86 00","Distrito C Ronda de la Comunicacion s/n Madrid,          28050","","N/A","Technology","Telecom Services - Foreign","285,063"
"TMX","Telefonos de Mexico, S.A.B. de C.V.","52 55 5222 1774","","Parque Via 190 Colonia Cuauhtemoc Mexico City,         DF 06599","","","","",""
"TDE","Telephone & Data Systems Inc.","312-630-1900","312-630-1908","30 North Lasalle Street Suite 4000 Chicago,         IL 60602","","N/A","N/A","N/A","12,300"
"TDI","Telephone & Data Systems Inc.","312-630-1900","312-630-1908","30 North Lasalle Street Suite 4000 Chicago,         IL 60602","","N/A","N/A","N/A","12,300"
"TDJ","Telephone & Data Systems Inc.","312-630-1900","312-630-1908","30 North Lasalle Street Suite 4000 Chicago,         IL 60602","","N/A","N/A","N/A","12,300"
"TDS","Telephone & Data Systems Inc.","312-630-1900","312-630-1908","30 North Lasalle Street Suite 4000 Chicago,         IL 60602","","N/A","Technology","Wireless Communications","12,300"
"TDS/S","","","","","","","","",""
"TU","TELUS Corporation","604-697-8044","604-432-9681","8-555 Robson Street Vancouver,         BC V6B 3K9 Canada -","","N/A","Technology","Wireless Communications","34,800"
"TIN","Temple-Inland Inc.","512-434-5800","512-434-8001","1300 MoPac Expressway South 3rd Floor Austin,         TX 78746-6933","","N/A","Consumer Goods","Paper & Paper Products","10,500"
"TDF","Templeton Dragon Fund Inc.","65 6338 7177","65 6338 7677","7 Temasek Boulevard 38-03 Suntec Tower One Singapore,          38987","","N/A","Financial","Closed-End Fund - Foreign","N/A"
"EMF","Templeton Emerging Markets Fund, Inc.","65 6338 7177","65 6338 7677","7 Temasek Boulevard 38-03 Suntec Tower One Singapore,          38987","","N/A","Financial","Closed-End Fund - Foreign","N/A"
"TEI","","","","","","","","",""
"GIM","Templeton Global Income Fund, Inc.","650-312-3000","650-525-7141","One Franklin Parkway Suite 2100 San Mateo,         CA 94403-1906","","N/A","Financial","Closed-End Fund - Debt","N/A"
"TRF","Templeton Russia and East European Fund Inc.","954-527-7500","","500 East Broward Boulevard Suite 2100 Fort Lauderdale,         FL 33394-3091","","","","",""
"TPX","Tempur Pedic International Inc.","800-878-8889","859-514-5855","1713 Jaggie Fox Way Lexington,         KY 40511 United States -","","N/A","Consumer Goods","Home Furnishings & Fixtures","1,500"
"TS","Tenaris SA","352 2647 8978","352 2647 8979","29 Avenue de la Porte-Neuve 3rd Floor Luxembourg,          2227","","N/A","Basic Materials","Steel & Iron","25,422"
"THC","Tenet Healthcare Corp.","469-893-2200","469-893-8600","1445 Ross Avenue Suite 1400 Dallas,         TX 75202","","N/A","Healthcare","Hospitals","43,020"
"TNC","Tennant Company","763-540-1200","763-513-2142","701 North Lilac Drive PO Box 1452 Minneapolis,         MN 55440","","N/A","Industrial Goods","Diversified Machinery","2,793"
"TEN","Tenneco Inc.","847-482-5000","847-482-5940","500 North Field Drive Lake Forest,         IL 60045 United States -","","N/A","Consumer Goods","Auto Parts","22,000"
"TVC","","","","","","","","",""
"TVE","","","","","","","","",""
"TDC","Teradata Corporation","937-242-4030","","10000 Innovation Drive Dayton,         OH 45342 United States -","","","","",""
"TER","Teradyne Inc.","978-370-2700","978-370-2910","600 Riverpark Drive North Reading,         MA 01864 United States -","","N/A","Technology","Semiconductor Equipment & Materials","3,000"
"TEX","Terex Corp.","203-222-7170","203-222-7976","200 Nyala Farm Road Westport,         CT 06880 United States -","","N/A","Industrial Goods","Farm & Construction Machinery","16,300"
"TX","Ternium S.A.","352 4661 113815","","46a Avenue John F Kennedy 2nd floor Luxembourg,          1855","","","","",""
"TNH","Terra Nitrogen Company, L.P.","847-405-2400","","4 Parkway North Suite 400 Deerfield,         IL 60015","","","","",""
"TRNO","Terreno Realty Corp.","415-655-4580","","16 Maiden Lane Fifth Floor San Francisco,         CA 94108","","","","",""
"TLLP","Tesoro Logistics LP","210-626-6000","","19100 Ridgewood Parkway San Antonio,         TX 78259-1828 United States -","","","","",""
"TSO","Tesoro Corporation","210-626-6000","","19100 Ridgewood Parkway San Antonio,         TX 78259 United States -","","","","",""
"TTI","TETRA Technologies Inc.","281-367-1983","281-364-4346","24955 Interstate 45 North The Woodlands,         TX 77380 United States -","","N/A","Basic Materials","Oil & Gas Equipment & Services","2,932"
"TXI","Texas Industries Inc.","972-647-6700","972-647-3964","1341 West Mockingbird Lane Suite 700 W Dallas,         TX 75247-6913","","N/A","Industrial Goods","Cement","2,020"
"TPL","Texas Pacific Land Trust","214-969-5530","214-871-7139","1700 Pacific Avenue Suite 2770 Dallas,         TX 75201","","N/A","Financial","Real Estate Development","8"
"TGH","Textainer Group Holdings Limited","441-296-2500","415-434-0599","16 Par-La-Ville Road Century House Hamilton,          HM 08","","N/A","Services","Rental & Leasing Services","160"
"TXT","Textron Inc.","401-421-2800","401-421-2878","40 Westminster Street Providence,         RI 02903 United States -","","N/A","Industrial Goods","Aerospace/Defense - Major Diversified","32,000"
"TTF","Thai Fund Inc.","800-231-2608","","522 Fifth Avenue New York,         NY 10036 United States -","","","","",""
"ACTV","The Active Network, Inc.","858-964-3800","858-551-7619","10182 Telesis Court Suite 100 San Diego,         CA 92121","","N/A","Technology","Application Software","2,986"
"AES","The AES Corporation","703-522-1315","703-528-4510","4300 Wilson Boulevard 11th Floor Arlington,         VA 22203","","Dow Jones CompositeDow Utilites","Utilities","Electric Utilities","29,000"
"AES^C","","","","","","","","",""
"BX","The Blackstone Group","212-583-5000","212-583-5749","345 Park Avenue New York,         NY 10154 United States -","","N/A","Financial","Asset Management","1,440"
"CSFS","The Cash Store Financial Services, Inc.","780-408-5110","780-408-5122","103 Avenue Suite 17631 Edmonton,         AB T5S 1N8","","N/A","Financial","Credit Services","2,300"
"SCHW","The Charles Schwab Corporation","415-667-7000","415-627-8538","211 Main Street San Francisco,         CA 94105 United States -","","N/A","Financial","Investment Brokerage - National","13,900"
"EXBD","Corporate Executive Board Co.","571-303-3000","571-303-3100","1919 North Lynn Street Arlington,         VA 22209 United States -","","N/A","Services","Management Services","1,879"
"SRV","","","","","","","","",""
"DNY","The Denali Fund Inc.","303-444-5483","303-245-0420","2344 Spruce Street Suite A Boulder,         CO 80302-4672","","N/A","Financial","Closed-End Fund - Equity","N/A"
"GRX","","","","","","","","",""
"GRX^A","","","","","","","","",""
"GDL","","","","","","","","",""
"GDL^B","","","","","","","","",""
"THG","The Hanover Insurance Group Inc.","508-855-1000","508-853-6332","440 Lincoln Street Worcester,         MA 01653-0002 United States -","","N/A","Financial","Property & Casualty Insurance","4,400"
"XOXO","XO Group Inc.","212-219-8555","212-219-1929","462 Broadway Floor 6 New York,         NY 10013","","N/A","Services","Specialty Retail, Other","605"
"TRV","The Travelers Companies, Inc.","917-778-6000","","485 Lexington Avenue New York,         NY 10017 United States -","","","","",""
"TGX","Theragenics Corp.","770-271-0233","770-831-5294","5203 Bristol Industrial Way Buford,         GA 30518 United States -","","N/A","Healthcare","Medical Appliances & Equipment","500"
"TMO","Thermo Fisher Scientific, Inc.","781-622-1000","781-622-1207","81 Wyman Street Waltham,         MA 02454-9046 United States -","","N/A","Healthcare","Medical Instruments & Supplies","37,200"
"THR","Thermon Group Holdings, Inc.","512-396-5801","512-396-3627","100 Thermon Drive San Marcos,         TX 78666 United States -","","N/A","Industrial Goods","Diversified Machinery","658"
"TNB","Thomas & Betts Corp.","901-252-8000","901-252-1354","8155 T&amp;B Boulevard Memphis,         TN 38125 United States -","","N/A","Industrial Goods","Industrial Electrical Equipment","8,750"
"TC","Thompson Creek Metals Company Inc.","303-761-8801","303-761-7420","26 West Dry Creek Circle Suite 810 Denver,         CO 80120","","N/A","Basic Materials","Industrial Metals & Minerals","928"
"TRI","Thomson Reuters Corporation","646-223-4000","","3 Times Square New York,         NY 10036 United States -","","","","",""
"THO","Thor Industries Inc.","937-596-6849","937-596-6539","419 West Pike Street Jackson Center,         OH 45334-0629 United States -","","N/A","Consumer Goods","Recreational Vehicles","8,250"
"TDW","Tidewater Inc.","504-568-1010","504-566-4582","Pan American Life Center 601 Poydras Street New Orleans,         LA 70130","","N/A","Services","Shipping","7,500"
"TIF","Tiffany & Co.","212-755-8000","212-605-4465","727 Fifth Avenue New York,         NY 10022 United States -","","N/A","Services","Jewelry Stores","9,200"
"THI","Tim Hortons Inc.","905-845-6511","905-845-0265","874 Sinclair Road Oakville,         ON L6K 2Y1 Canada -","","N/A","Services","Restaurants","2,086"
"TWC","Time Warner Cable Inc.","212-364-8200","203-328-0604","60 Columbus Circle New York,         NY 10023 United States -","","N/A","Services","CATV Systems","46,560"
"TWX","Time Warner Inc.","212-484-8000","212-489-6183","One Time Warner Center New York,         NY 10019-8016 United States -","","N/A","Services","Entertainment - Diversified","31,000"
"TKR","Timken Co.","330-438-3000","330-458-6006","1835 Dueber Avenue SW Canton,         OH 44706-0932 United States -","","N/A","Industrial Goods","Machine Tools & Accessories","19,839"
"TWI","Titan International Inc.","217-228-6011","217-228-7499","2701 Spruce Street Quincy,         IL 62301 United States -","","N/A","Consumer Goods","Auto Parts","2,400"
"TIE","Titanium Metals Corporation","972-233-1700","972-934-5345","5430 LBJ Freeway Suite 1700 Dallas,         TX 75240-2697","","N/A","Basic Materials","Industrial Metals & Minerals","2,385"
"TJX","The TJX Companies, Inc.","508-390-1000","508-390-2091","770 Cochituate Road Framingham,         MA 01701 United States -","","N/A","Services","Department Stores","166,000"
"TMS","TMS International Corp.","412-678-6141","412-678-2210","12 Monongahela Avenue P O Box 2000 Glassport,         PA 15045-1315","","N/A","Services","Staffing & Outsourcing Services","3,500"
"TNS","TNS Inc.","703-453-8300","703-453-8599","11480 Commerce Park Drive Suite 600 Reston,         VA 20191","","N/A","Technology","Communication Equipment","1,237"
"TOL","Toll Brothers Inc.","215-938-8000","215-938-8010","250 Gibraltar Road Horsham,         PA 19044 United States -","","N/A","Industrial Goods","Residential Construction","2,215"
